Close,Predictions
70.77999877929688,68.817566
70.6500015258789,68.93294
70.33000183105469,68.99337
70.72000122070312,68.97563
70.94000244140625,68.98352
71.52999877929688,69.029976
71.75,69.16942
71.37000274658203,69.35713
71.22000122070312,69.48311
71.02999877929688,69.54478
71.45999908447266,69.54282
72.33999633789062,69.57567
70.44999694824219,69.74174
68.37000274658203,69.66528
69.80999755859375,69.209305
69.45999908447266,68.8726
71.22000122070312,68.57688
71.81999969482422,68.595604
72.20999908447266,68.82544
72.3499984741211,69.16844
72.56999969482422,69.530334
72.0999984741211,69.8791
70.54000091552734,70.10216
69.95999908447266,70.01615
70.4000015258789,69.73381
71.44999694824219,69.47184
72.87000274658203,69.40264
73.61000061035156,69.623985
73.12000274658203,70.03812
72.2699966430664,70.40219
73.12000274658203,70.57286
73.30999755859375,70.761665
75.08000183105469,70.95116
75.4800033569336,71.36571
74.86000061035156,71.86247
74.69000244140625,72.22918
74.61000061035156,72.46422
74.08999633789062,72.5955
74.83999633789062,72.586
76.05999755859375,72.62727
76.3499984741211,72.854225
74.77999877929688,73.16122
74.79000091552734,73.22827
74.66999816894531,73.19435
75.44000244140625,73.103485
76.33999633789062,73.112946
77.2300033569336,73.289024
77.91000366210938,73.63438
79.33999633789062,74.09519
79.22000122070312,74.741486
78.20999908447266,75.34416
78.37000274658203,75.69136
76.72000122070312,75.90639
77.41999816894531,75.78814
77.11000061035156,75.65677
78.01000213623047,75.486374
79.01000213623047,75.45686
76.4800033569336,75.63105
75.2300033569336,75.49156
74.33000183105469,75.076645
73.7699966430664,74.483696
73.48999786376953,73.82723
72.9000015258789,73.20422
71.1500015258789,72.60557
74.0,71.859825
75.37999725341797,71.58428
75.37000274658203,71.73514
76.41000366210938,72.04273
75.58999633789062,72.52743
74.04000091552734,72.89389
76.2699966430664,72.93705
75.43000030517578,73.16667
75.98999786376953,73.30342
75.41000366210938,73.46557
74.4800033569336,73.52503
74.9000015258789,73.39937
73.37000274658203,73.27828
74.5,72.95122
74.61000061035156,72.75678
75.5999984741211,72.655624
75.87000274658203,72.752594
75.83000183105469,72.95433
75.44000244140625,73.16527
73.16999816894531,73.29365
72.94999694824219,73.041565
72.91999816894531,72.646324
73.2300033569336,72.24311
73.37000274658203,71.93974
74.43000030517578,71.74248
76.44999694824219,71.773125
76.87000274658203,72.18412
77.1500015258789,72.74904
77.38999938964844,73.33693
76.81999969482422,73.88115
77.5199966430664,74.24033
76.70999908447266,74.57034
78.5199966430664,74.713104
79.0199966430664,75.020874
78.94000244140625,75.41101
79.80999755859375,75.761826
79.23999786376953,76.169914
79.43000030517578,76.45043
79.83000183105469,76.66517
80.7699966430664,76.875
80.37999725341797,77.18433
80.73999786376953,77.424545
80.62000274658203,77.654434
81.29000091552734,77.82419
81.6500015258789,78.041214
81.37000274658203,78.29264
81.69999694824219,78.47663
80.76000213623047,78.6546
80.44999694824219,78.66195
79.80000305175781,78.55711
80.87000274658203,78.32659
81.2300033569336,78.23859
81.5999984741211,78.26865
81.48999786376953,78.397
81.56999969482422,78.53025
81.3499984741211,78.65932
81.91000366210938,78.734825
82.08000183105469,78.860344
82.94999694824219,79.00858
82.29000091552734,79.27069
82.3499984741211,79.43753
82.91999816894531,79.55287
82.29000091552734,79.71157
82.62999725341797,79.76652
83.16999816894531,79.82381
83.30000305175781,79.94931
83.20999908447266,80.09907
83.18000030517578,80.22208
81.8499984741211,80.31131
81.1500015258789,80.17667
80.94999694824219,79.87504
80.80000305175781,79.52353
80.81999969482422,79.18267
79.83999633789062,78.901955
79.43000030517578,78.54602
78.52999877929688,78.16082
77.55999755859375,77.693665
73.91999816894531,77.12821
73.19000244140625,76.08345
73.45999908447266,74.91332
74.5999984741211,73.90744
74.7300033569336,73.28475
76.33999633789062,72.9334
76.62999725341797,72.98788
76.77999877929688,73.24564
78.70999908447266,73.57721
78.72000122070312,74.17325
79.5199966430664,74.78366
80.0,75.42578
79.4800033569336,76.04822
77.9000015258789,76.486786
78.18000030517578,76.55037
78.33000183105469,76.49299
78.19000244140625,76.40766
77.16999816894531,76.29833
77.41999816894531,76.045456
77.55000305175781,75.812004
79.12999725341797,75.63799
78.72000122070312,75.74486
78.87999725341797,75.88594
79.5,76.04889
80.9800033569336,76.28727
81.0199966430664,76.734505
81.16999816894531,77.19934
80.26000213623047,77.62389
79.36000061035156,77.83214
79.68000030517578,77.7905
79.20999908447266,77.700264
80.26000213623047,77.52913
81.08000183105469,77.50514
81.69000244140625,77.65884
81.44000244140625,77.94904
82.45999908447266,78.21359
82.4800033569336,78.579895
82.9800033569336,78.92925
83.70999908447266,79.29193
82.9000015258789,79.70819
82.77999877929688,79.95806
83.30000305175781,80.08736
84.48999786376953,80.22173
85.36000061035156,80.507286
84.5999984741211,80.93124
84.56999969482422,81.229836
85.51000213623047,81.43182
85.23999786376953,81.70028
83.54000091552734,81.90682
83.83000183105469,81.80604
83.8499984741211,81.6474
84.75,81.48721
85.51000213623047,81.482666
86.9000015258789,81.64948
85.5999984741211,82.06368
84.04000091552734,82.31672
84.86000061035156,82.24485
84.81999969482422,82.18131
81.0,82.11635
79.7300033569336,81.49603
80.95999908447266,80.58161
81.58999633789062,79.87084
81.91999816894531,79.434906
82.69000244140625,79.22695
81.38999938964844,79.26149
81.20999908447266,79.200485
82.02999877929688,79.09536
81.75,79.11066
81.75,79.12783
81.43000030517578,79.146324
82.48999786376953,79.11578
83.2699966430664,79.22725
82.98999786376953,79.48806
83.69000244140625,79.72558
84.47000122070312,80.0227
83.12000274658203,80.40866
84.3499984741211,80.56739
84.25,80.7974
84.7300033569336,80.995605
85.5199966430664,81.22059
85.7300033569336,81.53405
86.08000183105469,81.86059
83.4000015258789,82.19219
83.45999908447266,82.074875
85.05999755859375,81.8171
86.19000244140625,81.77236
85.6500015258789,81.97621
86.91000366210938,82.16528
86.72000122070312,82.511734
84.94000244140625,82.833305
85.87999725341797,82.833725
85.5199966430664,82.85325
86.4800033569336,82.814606
86.72000122070312,82.90185
86.47000122070312,83.05555
86.6500015258789,83.17499
86.05000305175781,83.290985
86.0999984741211,83.29721
86.56999969482422,83.26881
83.47000122070312,83.2988
81.69000244140625,82.885124
82.91999816894531,82.11241
83.30999755859375,81.501526
82.61000061035156,81.097145
82.02999877929688,80.73646
82.51000213623047,80.3722
83.0199966430664,80.13951
83.97000122070312,80.07106
85.16000366210938,80.22075
84.36000061035156,80.610374
83.5999984741211,80.916885
83.0999984741211,81.03741
83.87999725341797,80.99297
82.91000366210938,81.003044
84.18000030517578,80.883064
83.61000061035156,80.92066
81.62000274658203,80.923416
82.73999786376953,80.62224
85.0,80.41949
84.38999938964844,80.61138
83.29000091552734,80.833305
84.18000030517578,80.8788
83.76000213623047,80.983826
84.33999633789062,81.028
84.69000244140625,81.12852
85.04000091552734,81.283844
84.44999694824219,81.48726
83.80000305175781,81.589775
84.68000030517578,81.542725
84.5199966430664,81.574234
81.30000305175781,81.60187
82.87000274658203,81.14931
82.58000183105469,80.82133
82.26000213623047,80.53791
82.19999694824219,80.27197
85.0999984741211,80.048584
86.22000122070312,80.30562
86.66000366210938,80.8709
84.94000244140625,81.5399
83.9000015258789,81.89469
82.91999816894531,81.92354
83.25,81.67227
82.87999725341797,81.395
83.58999633789062,81.08863
83.27999877929688,80.92301
84.12000274658203,80.790215
84.81999969482422,80.81888
84.55000305175781,81.00893
84.9000015258789,81.19429
84.12999725341797,81.404785
84.6500015258789,81.47756
85.2699966430664,81.564285
85.45999908447266,81.73
85.44999694824219,81.92612
85.69999694824219,82.10185
87.33999633789062,82.27886
87.61000061035156,82.66932
87.18000030517578,83.115486
87.04000091552734,83.45073
87.37999725341797,83.670334
88.66999816894531,83.857796
88.75,84.1896
88.8499984741211,84.53017
88.72000122070312,84.835655
89.0999984741211,85.058395
88.9800033569336,85.26877
89.56999969482422,85.41897
89.19000244140625,85.60869
89.29000091552734,85.72283
89.0199966430664,85.80569
89.62000274658203,85.82093
89.98999786376953,85.89683
91.58000183105469,86.03553
91.73999786376953,86.412544
91.44000244140625,86.84055
91.33999633789062,87.178345
91.5,87.41422
91.02999877929688,87.59497
90.94999694824219,87.65178
92.04000091552734,87.63953
91.25,87.76243
