Close,Predictions
105.5899963,111.38928
105.6999969,111.33315
106.3099976,111.26132
106.6900024,111.272064
107.3099976,111.367905
107.5999985,111.57294
107.9599991,111.83952
108.6200027,112.14885
112.9899979,112.52649
115.0199966,113.47233
115.4599991,114.817116
115.4499969,116.230316
113.3399963,117.49536
107.9100037,118.2473
110.4800034,117.94444
110.6200027,117.56544
111.0299988,117.201385
113.5899963,116.94474
113.3099976,117.11384
111.9199982,117.40937
112.0299988,117.542816
110.3899994,117.60816
106.3199997,117.412674
107.8899994,116.58269
106.3899994,115.79599
107.4000015,114.91685
108.3399963,114.24867
108.4400024,113.88275
107.8600006,113.712425
106.75,113.5771
110.1399994,113.32977
105.9000015,113.5214
109.7200012,113.3069
110.0999985,113.464645
112.2099991,113.80609
113.1999969,114.472374
112.3899994,115.329155
109.8099976,116.05335
112.1999969,116.28158
113.8300018,116.58526
115.8099976,117.09124
114.7200012,117.88613
112.2300034,118.557755
112.8700027,118.7577
112.3799973,118.81359
114.2200012,118.72506
115.5299988,118.83184
117,119.18281
118.6399994,119.79565
118.5199966,120.66805
116.5199966,121.52658
115.8399963,122.000496
113.5800018,122.15608
114.0899963,121.841934
114.5,121.43238
114.3399963,121.082436
114.8600006,120.78072
111.9300003,120.611755
108.3600006,120.1274
106.5,119.09461
109.1100006,117.70837
109.2900009,116.693054
109.4199982,115.985664
106.75,115.52734
111.0899963,114.883766
112.8899994,114.832306
114.1999969,115.28101
115.7200012,116.074585
114.8799973,117.12817
111.3099976,118.04895
114.6600037,118.31398
115.2799988,118.71169
116.3399963,119.18361
117.2099991,119.76973
115.9400024,120.4463
116.1800003,120.90217
114.6800003,121.23774
117.0899963,121.26993
116.8000031,121.49254
119.1600037,121.72147
116.5899963,122.247086
117.0899963,122.481606
118.7900009,122.635956
114.9899979,122.96151
114.9700012,122.799614
115.0299988,122.45388
115.7099991,122.074814
116.9400024,121.820274
119.8600006,121.81883
120.8899994,122.32476
120.1699982,123.12589
120.4300003,123.85997
119.2699966,124.5105
117.5,124.88017
119.5999985,124.839035
118.0100021,124.90914
119.4899979,124.79158
119.6500015,124.81376
120.75,124.910225
122.4800034,125.17825
122.1299973,125.72103
122.6600037,126.264175
122.7200012,126.813705
124,127.30122
123.8899994,127.87242
124.6699982,128.386
125.6800003,128.91492
126.2900009,129.51624
128.8399963,130.15096
127.4599991,131.06537
128.4900055,131.78514
126.6800003,132.47392
126.3399963,132.8041
126.6999969,132.89272
123.5,132.91034
123.5,132.45203
124.3099976,131.85707
123.0800018,131.38672
123.9400024,130.86105
125.2399979,130.50505
126.5899963,130.44598
128.1600037,130.7088
128.3099976,131.29393
128.3000031,131.96373
129.8699951,132.58499
131.0200043,133.31972
128.7700043,134.15862
128.9499969,134.61926
129.7599945,134.88673
129.0500031,135.1397
129.3200073,135.24902
127.0500031,135.32031
125.6100006,135.05077
126.9899979,134.47867
127.1600037,134.04117
127.2399979,133.73534
127.1900024,133.54031
125.1500015,133.41515
123.0599976,133.05992
124.0800018,132.37375
119.9599991,131.77826
116.5,130.72998
115.1999969,129.1652
115.4700012,127.40916
117.4899979,125.832886
118,124.81143
118.2300034,124.23211
119.8700027,123.95984
119.5999985,124.086464
117.0400009,124.334854
118.1800003,124.26158
118.4599991,124.2187
116.9100037,124.22392
116.6500015,124.03665
114.9400024,123.75684
116.25,123.23725
115.8000031,122.859184
116.2200012,122.5236
114.3700027,122.30907
114.9400024,121.92368
115.6200027,121.595825
116.7300034,121.423645
116.0100021,121.49114
116.2300034,121.5568
116.5800018,121.64741
117.9800034,121.78369
116.8099976,122.111176
116.7900009,122.318275
115.7600021,122.44749
115.4899979,122.38386
115.9000015,122.20791
115.9400024,122.058556
116.7699966,121.94282
117.5599976,121.969475
117.0199966,122.16096
117.5,122.32696
118.3499985,122.5289
113.9300003,122.8344
112.2099991,122.54436
115.2399979,121.80944
111.8199997,121.380775
111.7399979,120.66607
113.4000015,119.91938
114.6500015,119.4761
115.2300034,119.38851
115.5599976,119.54911
115.4899979,119.84697
115.6299973,120.16019
115.3600006,120.46048
